Товар,Поставщик,Цена,Количество,Единица,Цена за кг/л,Рейтинг
Салат,Fresh,255.0,600,г,425.0,4.7
Салат,Creative,389.0,400,г,972.5,
Салат,Fresh,255.0,400,г,637.5,
Салат,Creative,281.0,400,г,702.5,4.4
Салат,Fresh,195.0,400,г,487.5,
Салат,Fresh,419.0,400,г,1047.5,4.5
Салат,Fresh,289.0,600,г,481.67,4.3
METRO,Chef,65.0,150,г,433.33,4.4
Fine,Life,151.0,250,г,604.0,
Салат,Fresh,233.0,400,г,582.5,5.0
Салат,Fresh,223.0,400,г,557.5,
Салат,Creative,399.0,190,г,2100.0,
